Timestamp,Mid Price Close
1/16/2015,0.1610785
1/15/2015,0.161616
1/14/2015,0.1613955
1/13/2015,0.161355
1/12/2015,0.161207
1/9/2015,0.1610635
1/8/2015,0.1609125
1/7/2015,0.1609545
1/6/2015,0.160953
1/5/2015,0.160756
1/2/2015,0.161132
1/1/2015,0.161132
12/31/2014,0.161132
12/30/2014,0.161238
12/29/2014,0.160707
12/26/2014,0.1609555
12/25/2014,0.161368
12/24/2014,0.160893
12/23/2014,0.1606205
12/22/2014,0.1607315
12/19/2014,0.1607755
12/18/2014,0.160914
12/17/2014,0.161368
12/16/2014,0.161564
12/15/2014,0.161538
12/12/2014,0.161632
12/11/2014,0.161587
12/10/2014,0.1619025
12/9/2014,0.1616095
12/8/2014,0.161996
12/5/2014,0.1625965
12/4/2014,0.16248
12/3/2014,0.1625975
12/2/2014,0.162615
12/1/2014,0.162549
11/28/2014,0.162783
11/27/2014,0.1628905
11/26/2014,0.162892
11/25/2014,0.1629595
11/24/2014,0.1628215
11/21/2014,0.163268
11/20/2014,0.1633055
11/19/2014,0.163412
11/18/2014,0.163364
11/17/2014,0.163284
11/14/2014,0.1631455
11/13/2014,0.1632705
11/12/2014,0.1632335
11/11/2014,0.1632785
11/10/2014,0.163412
11/7/2014,0.1633255
11/6/2014,0.163614
11/5/2014,0.163559
11/4/2014,0.1635255
11/3/2014,0.163444
10/31/2014,0.163595
10/30/2014,0.1635455
10/29/2014,0.163634
10/28/2014,0.163579
10/27/2014,0.1634925
10/24/2014,0.1634775
10/23/2014,0.163412
10/22/2014,0.1634455
10/21/2014,0.163372
10/20/2014,0.163304
10/17/2014,0.163293
10/16/2014,0.163312
10/15/2014,0.1632415
10/14/2014,0.163252
10/13/2014,0.163252
10/10/2014,0.1631045
10/9/2014,0.163128
10/8/2014,0.162893
10/7/2014,0.162893
10/6/2014,0.162893
10/3/2014,0.162893
10/2/2014,0.1629065
10/1/2014,0.1629065
9/30/2014,0.1629065
9/29/2014,0.1626015
9/26/2014,0.1632095
9/25/2014,0.1629725
9/24/2014,0.162957
9/23/2014,0.1629245
9/22/2014,0.162853
9/19/2014,0.1628385
9/18/2014,0.162853
9/17/2014,0.162893
9/16/2014,0.162706
9/15/2014,0.1628135
9/12/2014,0.1630085
9/11/2014,0.163132
9/10/2014,0.163148
9/9/2014,0.1629605
9/8/2014,0.162853
9/5/2014,0.162853
9/4/2014,0.162905
9/3/2014,0.1628385
9/2/2014,0.162648
9/1/2014,0.1628135
8/29/2014,0.1627775
8/28/2014,0.162792
8/27/2014,0.1627805
8/26/2014,0.162534
8/25/2014,0.1624855
8/22/2014,0.162562
8/21/2014,0.162562
8/20/2014,0.1628665
8/19/2014,0.162832
8/18/2014,0.162787
8/15/2014,0.1626745
8/14/2014,0.1625355
8/13/2014,0.1625065
8/12/2014,0.1623905
8/11/2014,0.1625105
8/8/2014,0.162438
8/7/2014,0.1622835
8/6/2014,0.1622585
8/5/2014,0.162056
8/4/2014,0.1618515
8/1/2014,0.1618175
7/31/2014,0.1619695
7/30/2014,0.1620365
7/29/2014,0.161799
7/28/2014,0.161616
7/25/2014,0.161508
7/24/2014,0.1614285
7/23/2014,0.1613215
7/22/2014,0.161212
7/21/2014,0.161049
7/18/2014,0.1610825
7/17/2014,0.161192
7/16/2014,0.161186
7/15/2014,0.1610825
7/14/2014,0.161133
7/11/2014,0.161198
7/10/2014,0.161218
7/9/2014,0.161293
7/8/2014,0.161251
7/7/2014,0.1611915
7/4/2014,0.1611855
7/3/2014,0.160979
7/2/2014,0.161015
7/1/2014,0.16129
6/30/2014,0.1611915
6/27/2014,0.1608105
6/26/2014,0.160668
6/25/2014,0.1604015
6/24/2014,0.1604855
6/23/2014,0.16063
6/20/2014,0.1606555
6/19/2014,0.1605355
6/18/2014,0.1604775
6/17/2014,0.1605975
6/16/2014,0.160591
6/13/2014,0.161044
6/12/2014,0.1608105
6/11/2014,0.1605625
6/10/2014,0.1606555
6/9/2014,0.1602485
6/6/2014,0.159987
6/5/2014,0.159826
6/4/2014,0.1599895
6/3/2014,0.1598825
6/2/2014,0.1600535
5/30/2014,0.1600535
5/29/2014,0.160308
5/28/2014,0.1598975
5/27/2014,0.160023
5/26/2014,0.1602705
5/23/2014,0.160345
5/22/2014,0.1603835
5/21/2014,0.1604175
5/20/2014,0.1603055
5/19/2014,0.160322
5/16/2014,0.1604245
5/15/2014,0.1604965
5/14/2014,0.1605405
5/13/2014,0.160537
5/12/2014,0.1603195
5/9/2014,0.160574
5/8/2014,0.1605635
5/7/2014,0.1604015
5/6/2014,0.1606235
5/5/2014,0.160114
5/2/2014,0.159761
5/1/2014,0.159761
4/30/2014,0.159761
4/29/2014,0.1597945
4/28/2014,0.1599235
4/25/2014,0.1599065
4/24/2014,0.160028
4/23/2014,0.1603165
4/22/2014,0.1603195
4/21/2014,0.160581
4/18/2014,0.1606615
4/17/2014,0.1607965
4/16/2014,0.1607355
4/15/2014,0.16072
4/14/2014,0.160795
4/11/2014,0.1609955
4/10/2014,0.1609645
4/9/2014,0.1612765
4/8/2014,0.1613725
4/7/2014,0.160971
4/4/2014,0.160971
4/3/2014,0.161012
4/2/2014,0.1611435
4/1/2014,0.161111
3/31/2014,0.160844
3/28/2014,0.160974
3/27/2014,0.1609565
3/26/2014,0.161046
3/25/2014,0.161246
3/24/2014,0.1613985
3/21/2014,0.1606415
3/20/2014,0.1605765
3/19/2014,0.16141
3/18/2014,0.1614975
3/17/2014,0.1618605
3/14/2014,0.162595
3/13/2014,0.1629685
3/12/2014,0.1627325
3/11/2014,0.162861
3/10/2014,0.162905
3/7/2014,0.1632375
3/6/2014,0.1634375
3/5/2014,0.1631785
3/4/2014,0.1627725
3/3/2014,0.1627005
2/28/2014,0.1627325
2/27/2014,0.1631745
2/26/2014,0.1632705
2/25/2014,0.1632775
2/24/2014,0.163976
2/21/2014,0.1641645
2/20/2014,0.1643805
2/19/2014,0.16457
2/18/2014,0.1648165
2/17/2014,0.164906
2/14/2014,0.16483
2/13/2014,0.1649185
2/12/2014,0.164951
2/11/2014,0.1650005
2/10/2014,0.165034
2/7/2014,0.164924
2/6/2014,0.164991
2/5/2014,0.164991
2/4/2014,0.164991
2/3/2014,0.164991
1/31/2014,0.164991
1/30/2014,0.164991
1/29/2014,0.1651365
1/28/2014,0.165266
1/27/2014,0.1653425
1/24/2014,0.165321
1/23/2014,0.1652415
1/22/2014,0.1652535
1/21/2014,0.165274
1/20/2014,0.165214
1/17/2014,0.1652825
1/16/2014,0.165132
1/15/2014,0.1653985
1/14/2014,0.16553
1/13/2014,0.1654725
1/10/2014,0.1652305
1/9/2014,0.1651525
1/8/2014,0.165255
1/7/2014,0.1652565
1/6/2014,0.165217
1/3/2014,0.1652485
